tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
463,2013-06-01 13:24:41,2013-06-01 13:32:24,492,W 33 St & 7 Ave,40.75019995,-73.99093085,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19536,Subscriber,1961,1
2072,2013-06-01 13:24:46,2013-06-01 13:59:18,453,W 22 St & 8 Ave,40.74475148,-73.99915362,444,Broadway & W 24 St,40.7423543,-73.98915076,19221,Customer,0,0
2673,2013-06-01 13:24:48,2013-06-01 14:09:21,247,Perry St & Bleecker St,40.73535398,-74.00483091,306,Cliff St & Fulton St,40.70823502,-74.00530063,20174,Subscriber,1978,1
1931,2013-06-01 13:24:48,2013-06-01 13:56:59,427,Bus Slip & State St,40.701907,-74.013942,401,Allen St & Rivington St,40.72019576,-73.98997825,16549,Customer,0,0
719,2013-06-01 13:24:52,2013-06-01 13:36:51,470,W 20 St & 8 Ave,40.74345335,-74.00004031,508,W 46 St & 11 Ave,40.76341379,-73.99667444,17315,Subscriber,1988,1
887,2013-06-01 13:24:54,2013-06-01 13:39:41,458,11 Ave & W 27 St,40.751396,-74.005226,297,E 15 St & 3 Ave,40.734232,-73.986923,19002,Customer,0,0
458,2013-06-01 13:24:57,2013-06-01 13:32:35,500,Broadway & W 51 St,40.76228826,-73.98336183,247,Perry St & Bleecker St,40.73535398,-74.00483091,16135,Customer,0,0
955,2013-06-01 13:24:58,2013-06-01 13:40:53,128,MacDougal St & Prince St,40.72710258,-74.00297088,361,Allen St & Hester St,40.71605866,-73.99190759,17583,Subscriber,1987,2
1926,2013-06-01 13:24:58,2013-06-01 13:57:04,427,Bus Slip & State St,40.701907,-74.013942,401,Allen St & Rivington St,40.72019576,-73.98997825,17493,Customer,0,0
296,2013-06-01 13:24:59,2013-06-01 13:29:55,346,Bank St & Hudson St,40.73652889,-74.00618026,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17374,Subscriber,1982,1
939,2013-06-01 13:24:59,2013-06-01 13:40:38,128,MacDougal St & Prince St,40.72710258,-74.00297088,361,Allen St & Hester St,40.71605866,-73.99190759,15988,Subscriber,1987,1
11959,2013-06-01 13:25:12,2013-06-01 16:44:31,528,2 Ave & E 31 St,40.74290902,-73.97706058,352,W 56 St & 6 Ave,40.76340613,-73.97722479,14611,Subscriber,1981,1
870,2013-06-01 13:25:22,2013-06-01 13:39:52,127,Barrow St & Hudson St,40.73172428,-74.00674436,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,17710,Subscriber,1966,1
787,2013-06-01 13:25:27,2013-06-01 13:38:34,348,W Broadway & Spring St,40.72490985,-74.00154702,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,17062,Customer,0,0
1482,2013-06-01 13:25:36,2013-06-01 13:50:18,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,444,Broadway & W 24 St,40.7423543,-73.98915076,19296,Subscriber,1984,1
804,2013-06-01 13:25:46,2013-06-01 13:39:10,483,E 12 St & 3 Ave,40.73223272,-73.98889957,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,15079,Customer,0,0
1837,2013-06-01 13:25:49,2013-06-01 13:56:26,377,6 Ave & Canal St,40.72243797,-74.00566443,525,W 34 St & 11 Ave,40.75594159,-74.0021163,19495,Customer,0,0
1383,2013-06-01 13:25:53,2013-06-01 13:48:56,434,9 Ave & W 18 St,40.74317449,-74.00366443,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17397,Customer,0,0
1801,2013-06-01 13:26:06,2013-06-01 13:56:07,377,6 Ave & Canal St,40.72243797,-74.00566443,525,W 34 St & 11 Ave,40.75594159,-74.0021163,15045,Customer,0,0
1636,2013-06-01 13:26:12,2013-06-01 13:53:28,394,E 9 St & Avenue C,40.72521311,-73.97768752,464,E 56 St & 3 Ave,40.75934501,-73.96759673,20348,Subscriber,1976,2
623,2013-06-01 13:26:19,2013-06-01 13:36:42,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,401,Allen St & Rivington St,40.72019576,-73.98997825,16798,Subscriber,1986,1
536,2013-06-01 13:26:24,2013-06-01 13:35:20,505,6 Ave & W 33 St,40.74901271,-73.98848395,334,W 20 St & 7 Ave,40.74238787,-73.99726235,16791,Subscriber,1970,1
1047,2013-06-01 13:26:33,2013-06-01 13:44:00,466,W 25 St & 6 Ave,40.74395411,-73.99144871,428,E 3 St & 1 Ave,40.72467721,-73.98783413,18896,Customer,0,0
345,2013-06-01 13:27:16,2013-06-01 13:33:01,276,Duane St & Greenwich St,40.71748752,-74.0104554,330,Reade St & Broadway,40.71450451,-74.00562789,15971,Subscriber,1975,1
584,2013-06-01 13:27:20,2013-06-01 13:37:04,238,Bank St & Washington St,40.7361967,-74.00859207,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,20256,Subscriber,1967,1
1407,2013-06-01 13:27:31,2013-06-01 13:50:58,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,317,E 6 St & Avenue B,40.72453734,-73.98185424,15405,Customer,0,0
1093,2013-06-01 13:27:35,2013-06-01 13:45:48,458,11 Ave & W 27 St,40.751396,-74.005226,501,FDR Drive & E 35 St,40.744219,-73.97121214,19011,Customer,0,0
1472,2013-06-01 13:27:42,2013-06-01 13:52:14,530,11 Ave & W 59 St,40.771522,-73.990541,442,W 27 St & 7 Ave,40.746647,-73.993915,16631,Subscriber,1969,1
669,2013-06-01 13:27:46,2013-06-01 13:38:55,463,9 Ave & W 16 St,40.74206539,-74.00443172,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,18488,Customer,0,0
3507,2013-06-01 13:27:56,2013-06-01 14:26:23,432,E 7 St & Avenue A,40.72621788,-73.98379855,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,19120,Customer,0,0
1411,2013-06-01 13:27:56,2013-06-01 13:51:27,479,9 Ave & W 45 St,40.76019252,-73.9912551,357,E 11 St & Broadway,40.73261787,-73.99158043,19854,Subscriber,1985,1
3478,2013-06-01 13:28:12,2013-06-01 14:26:10,432,E 7 St & Avenue A,40.72621788,-73.98379855,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17081,Customer,0,0
1436,2013-06-01 13:28:19,2013-06-01 13:52:15,319,Fulton St & Broadway,40.711066,-74.009447,0,,,,20229,Customer,0,0
206,2013-06-01 13:28:58,2013-06-01 13:32:24,116,W 17 St & 8 Ave,40.74177603,-74.00149746,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17723,Subscriber,1978,1
1202,2013-06-01 13:29:08,2013-06-01 13:49:10,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,0,,,,18887,Subscriber,1950,1
785,2013-06-01 13:29:18,2013-06-01 13:42:23,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,511,E 14 St & Avenue B,40.72938685,-73.97772429,18407,Subscriber,1957,1
1197,2013-06-01 13:29:22,2013-06-01 13:49:19,476,E 31 St & 3 Ave,40.74394314,-73.97966069,249,Harrison St & Hudson St,40.71870987,-74.0090009,18911,Subscriber,1980,2
1208,2013-06-01 13:29:29,2013-06-01 13:49:37,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18566,Subscriber,1951,2
727,2013-06-01 13:29:32,2013-06-01 13:41:39,444,Broadway & W 24 St,40.7423543,-73.98915076,280,E 10 St & 5 Ave,40.73331967,-73.99510132,15751,Subscriber,1969,1
427,2013-06-01 13:29:39,2013-06-01 13:36:46,450,W 49 St & 8 Ave,40.76227205,-73.98788205,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15183,Subscriber,1967,1
1661,2013-06-01 13:29:45,2013-06-01 13:57:26,146,Hudson St & Reade St,40.71625008,-74.0091059,363,West Thames St,40.70834698,-74.01713445,15169,Customer,0,0
748,2013-06-01 13:29:49,2013-06-01 13:42:17,296,Division St & Bowery,40.71413089,-73.9970468,401,Allen St & Rivington St,40.72019576,-73.98997825,18364,Subscriber,1972,1
1087,2013-06-01 13:29:52,2013-06-01 13:47:59,514,12 Ave & W 40 St,40.76087502,-74.00277668,470,W 20 St & 8 Ave,40.74345335,-74.00004031,19130,Subscriber,1983,2
942,2013-06-01 13:29:52,2013-06-01 13:45:34,516,E 47 St & 1 Ave,40.75206862,-73.96784384,501,FDR Drive & E 35 St,40.744219,-73.97121214,19483,Customer,0,0
1112,2013-06-01 13:29:52,2013-06-01 13:48:24,514,12 Ave & W 40 St,40.76087502,-74.00277668,470,W 20 St & 8 Ave,40.74345335,-74.00004031,19130,Subscriber,1983,2
788,2013-06-01 13:30:03,2013-06-01 13:43:11,500,Broadway & W 51 St,40.76228826,-73.98336183,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,16089,Customer,0,0
580,2013-06-01 13:30:08,2013-06-01 13:39:48,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,517,Pershing Square South,40.751581,-73.97791,19435,Customer,0,0
2741,2013-06-01 13:30:21,2013-06-01 14:16:02,282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,15253,Customer,0,0
178,2013-06-01 13:30:24,2013-06-01 13:33:22,475,E 15 St & Irving Pl,40.73524276,-73.98758561,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,17104,Subscriber,1962,1
1569,2013-06-01 13:30:26,2013-06-01 13:56:35,268,Howard St & Centre St,40.71910537,-73.99973337,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,16985,Subscriber,1979,1
743,2013-06-01 13:30:32,2013-06-01 13:42:55,495,W 47 St & 10 Ave,40.76269882,-73.99301222,352,W 56 St & 6 Ave,40.76340613,-73.97722479,19946,Subscriber,1971,1
656,2013-06-01 13:30:33,2013-06-01 13:41:29,271,Ashland Pl & Hanson Pl,40.68522671947255,-73.97800147533417,310,State St & Smith St,40.68926942,-73.98912867,19368,Subscriber,1966,2
237,2013-06-01 13:30:37,2013-06-01 13:34:34,334,W 20 St & 7 Ave,40.74238787,-73.99726235,435,W 21 St & 6 Ave,40.74173969,-73.99415556,18826,Subscriber,1962,2
1589,2013-06-01 13:30:45,2013-06-01 13:57:14,501,FDR Drive & E 35 St,40.744219,-73.97121214,376,John St & William St,40.70862144,-74.00722156,17404,Subscriber,1984,1
1089,2013-06-01 13:30:50,2013-06-01 13:48:59,137,E 56 St & Madison Ave,40.761628,-73.972924,79,Franklin St & W Broadway,40.71911552,-74.00666661,19173,Customer,0,0
1465,2013-06-01 13:30:53,2013-06-01 13:55:18,330,Reade St & Broadway,40.71450451,-74.00562789,432,E 7 St & Avenue A,40.72621788,-73.98379855,19421,Subscriber,1980,2
1070,2013-06-01 13:30:58,2013-06-01 13:48:48,532,S 5 Pl & S 5 St,40.710451,-73.960876,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17768,Customer,0,0
668,2013-06-01 13:31:09,2013-06-01 13:42:17,116,W 17 St & 8 Ave,40.74177603,-74.00149746,368,Carmine St & 6 Ave,40.73038599,-74.00214988,18998,Subscriber,1984,2
1189,2013-06-01 13:31:10,2013-06-01 13:50:59,348,W Broadway & Spring St,40.72490985,-74.00154702,358,Christopher St & Greenwich St,40.73291553,-74.00711384,16181,Customer,0,0
657,2013-06-01 13:31:10,2013-06-01 13:42:07,116,W 17 St & 8 Ave,40.74177603,-74.00149746,402,Broadway & E 22 St,40.7403432,-73.98955109,18758,Subscriber,1985,1
332,2013-06-01 13:31:11,2013-06-01 13:36:43,478,11 Ave & W 41 St,40.76030096,-73.99884222,478,11 Ave & W 41 St,40.76030096,-73.99884222,15336,Customer,0,0
73961,2013-06-01 13:31:18,2013-06-02 10:03:59,345,W 13 St & 6 Ave,40.73649403,-73.99704374,509,9 Ave & W 22 St,40.7454973,-74.00197139,18461,Subscriber,1966,1
947,2013-06-01 13:31:18,2013-06-01 13:47:05,435,W 21 St & 6 Ave,40.74173969,-73.99415556,504,1 Ave & E 16 St,40.73221853,-73.98165557,19583,Customer,0,0
285,2013-06-01 13:31:29,2013-06-01 13:36:14,422,W 59 St & 10 Ave,40.770513,-73.988038,457,Broadway & W 58 St,40.76695317,-73.98169333,16806,Subscriber,1974,1
839,2013-06-01 13:31:31,2013-06-01 13:45:30,295,Pike St & E Broadway,40.71406667,-73.99293911,3020,NYCBS Test,40.6466068,-74.01597,16540,Subscriber,1967,1
1537,2013-06-01 13:31:35,2013-06-01 13:57:12,515,W 43 St & 10 Ave,40.76009437,-73.99461843,497,E 17 St & Broadway,40.73704984,-73.99009296,17319,Subscriber,1965,1
784,2013-06-01 13:31:39,2013-06-01 13:44:43,276,Duane St & Greenwich St,40.71748752,-74.0104554,459,W 20 St & 11 Ave,40.746745,-74.007756,16936,Subscriber,1980,1
817,2013-06-01 13:31:45,2013-06-01 13:45:22,326,E 11 St & 1 Ave,40.72953837,-73.98426726,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,19580,Customer,0,0
88,2013-06-01 13:31:47,2013-06-01 13:33:15,512,W 29 St & 9 Ave,40.7500727,-73.99839279,512,W 29 St & 9 Ave,40.7500727,-73.99839279,20215,Subscriber,1953,1
1602,2013-06-01 13:31:48,2013-06-01 13:58:30,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,434,9 Ave & W 18 St,40.74317449,-74.00366443,15960,Subscriber,1987,2
1533,2013-06-01 13:31:52,2013-06-01 13:57:25,528,2 Ave & E 31 St,40.74290902,-73.97706058,346,Bank St & Hudson St,40.73652889,-74.00618026,14889,Subscriber,1955,2
1369,2013-06-01 13:31:54,2013-06-01 13:54:43,498,Broadway & W 32 St,40.74854862,-73.98808416,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17433,Subscriber,1951,1
1404,2013-06-01 13:31:55,2013-06-01 13:55:19,330,Reade St & Broadway,40.71450451,-74.00562789,406,Hicks St & Montague St,40.69512845,-73.99595065,16417,Subscriber,1971,1
1188,2013-06-01 13:32:00,2013-06-01 13:51:48,362,Broadway & W 37 St,40.75172632,-73.98753523,280,E 10 St & 5 Ave,40.73331967,-73.99510132,18956,Subscriber,1965,1
497,2013-06-01 13:32:15,2013-06-01 13:40:32,363,West Thames St,40.70834698,-74.01713445,238,Bank St & Washington St,40.7361967,-74.00859207,15014,Subscriber,1934,1
236,2013-06-01 13:32:16,2013-06-01 13:36:12,428,E 3 St & 1 Ave,40.72467721,-73.98783413,422,W 59 St & 10 Ave,40.770513,-73.988038,20183,Subscriber,1972,1
1449,2013-06-01 13:32:27,2013-06-01 13:56:36,515,W 43 St & 10 Ave,40.76009437,-73.99461843,0,,,,17096,Subscriber,1967,1
1122,2013-06-01 13:32:29,2013-06-01 13:51:11,348,W Broadway & Spring St,40.72490985,-74.00154702,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17627,Customer,0,0
229,2013-06-01 13:32:46,2013-06-01 13:36:35,350,Clinton St & Grand St,40.71559509,-73.9870295,502,Henry St & Grand St,40.714215,-73.981346,18907,Customer,0,0
354,2013-06-01 13:32:50,2013-06-01 13:38:44,368,Carmine St & 6 Ave,40.73038599,-74.00214988,330,Reade St & Broadway,40.71450451,-74.00562789,16036,Subscriber,1987,1
445,2013-06-01 13:32:54,2013-06-01 13:40:19,442,W 27 St & 7 Ave,40.746647,-73.993915,497,E 17 St & Broadway,40.73704984,-73.99009296,18770,Subscriber,1956,1
2794,2013-06-01 13:32:57,2013-06-01 14:19:31,478,11 Ave & W 41 St,40.76030096,-73.99884222,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,15109,Customer,0,0
609,2013-06-01 13:32:57,2013-06-01 13:43:06,319,Fulton St & Broadway,40.711066,-74.009447,348,W Broadway & Spring St,40.72490985,-74.00154702,18090,Subscriber,1984,2
1102,2013-06-01 13:33:23,2013-06-01 13:51:45,512,W 29 St & 9 Ave,40.7500727,-73.99839279,276,Duane St & Greenwich St,40.71748752,-74.0104554,20215,Subscriber,1953,1
1996,2013-06-01 13:33:37,2013-06-01 14:06:53,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,471,Grand St & Havemeyer St,40.71286844,-73.95698119,15464,Customer,0,0
7376,2013-06-01 13:33:38,2013-06-01 15:36:34,430,York St & Jay St,40.7014851,-73.98656928,143,Clinton St & Joralemon St,40.69239502,-73.99337909,18386,Subscriber,1956,2
985,2013-06-01 13:33:41,2013-06-01 13:50:06,347,Greenwich St & W Houston St,40.728846,-74.008591,406,Hicks St & Montague St,40.69512845,-73.99595065,14788,Subscriber,1970,2
782,2013-06-01 13:33:48,2013-06-01 13:46:50,361,Allen St & Hester St,40.71605866,-73.99190759,504,1 Ave & E 16 St,40.73221853,-73.98165557,15860,Customer,0,0
353,2013-06-01 13:33:49,2013-06-01 13:39:42,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,365,Fulton St & Grand Ave,40.68223166,-73.9614583,19958,Subscriber,1976,2
1794,2013-06-01 13:34:01,2013-06-01 14:03:55,528,2 Ave & E 31 St,40.74290902,-73.97706058,2012,E 27 St & 1 Ave,40.739445,-73.976806,17950,Customer,0,0
686,2013-06-01 13:34:06,2013-06-01 13:45:32,511,E 14 St & Avenue B,40.72938685,-73.97772429,511,E 14 St & Avenue B,40.72938685,-73.97772429,19117,Customer,0,0
875,2013-06-01 13:34:08,2013-06-01 13:48:43,445,E 10 St & Avenue A,40.72740794,-73.98142006,466,W 25 St & 6 Ave,40.74395411,-73.99144871,15828,Subscriber,1976,1
1709,2013-06-01 13:34:10,2013-06-01 14:02:39,445,E 10 St & Avenue A,40.72740794,-73.98142006,306,Cliff St & Fulton St,40.70823502,-74.00530063,16520,Subscriber,1988,1
78332,2013-06-01 13:34:16,2013-06-02 11:19:48,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,20052,Subscriber,1963,1
194,2013-06-01 13:34:20,2013-06-01 13:37:34,195,Liberty St & Broadway,40.70905623,-74.01043382,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,17019,Subscriber,1984,1
381,2013-06-01 13:34:21,2013-06-01 13:40:42,457,Broadway & W 58 St,40.76695317,-73.98169333,0,,,,16865,Subscriber,1977,1
921,2013-06-01 13:34:28,2013-06-01 13:49:49,314,Cadman Plaza West & Montague St,40.69383,-73.990539,509,9 Ave & W 22 St,40.7454973,-74.00197139,20127,Subscriber,1972,1
1080,2013-06-01 13:34:29,2013-06-01 13:52:29,520,W 52 St & 5 Ave,40.75992262,-73.97648516,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,18796,Customer,0,0
2273,2013-06-01 13:34:35,2013-06-01 14:12:28,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,337,Old Slip & Front St,40.7037992,-74.00838676,16614,Customer,0,0
40558,2013-06-01 13:34:46,2013-06-02 00:50:44,516,E 47 St & 1 Ave,40.75206862,-73.96784384,508,W 46 St & 11 Ave,40.76341379,-73.99667444,18745,Subscriber,1982,2
167,2013-06-01 13:35:08,2013-06-01 13:37:55,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,16165,Subscriber,1978,1
1869,2013-06-01 13:35:24,2013-06-01 14:06:33,116,W 17 St & 8 Ave,40.74177603,-74.00149746,212,W 16 St & The High Line,40.74334935,-74.00681753,17553,Customer,0,0
136,2013-06-01 13:35:24,2013-06-01 13:37:40,195,Liberty St & Broadway,40.70905623,-74.01043382,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,16301,Subscriber,1985,2
1637,2013-06-01 13:35:30,2013-06-01 14:02:47,534,Water - Whitehall Plaza,40.70255065,-74.0127234,304,Broadway & Battery Pl,40.70463334,-74.01361706,17921,Customer,0,0
2481,2013-06-01 13:35:56,2013-06-01 14:17:17,532,S 5 Pl & S 5 St,40.710451,-73.960876,410,Suffolk St & Stanton St,40.72066442,-73.98517977,16809,Customer,0,0
1706,2013-06-01 13:36:00,2013-06-01 14:04:26,534,Water - Whitehall Plaza,40.70255065,-74.0127234,304,Broadway & Battery Pl,40.70463334,-74.01361706,17549,Customer,0,0
1149,2013-06-01 13:36:01,2013-06-01 13:55:10,309,Murray St & West St,40.7149787,-74.013012,462,W 22 St & 10 Ave,40.74691959,-74.00451887,15066,Subscriber,1983,2
2453,2013-06-01 13:36:05,2013-06-01 14:16:58,500,Broadway & W 51 St,40.76228826,-73.98336183,457,Broadway & W 58 St,40.76695317,-73.98169333,19967,Customer,0,0
427,2013-06-01 13:36:10,2013-06-01 13:43:17,532,S 5 Pl & S 5 St,40.710451,-73.960876,282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,19686,Subscriber,1985,2
785,2013-06-01 13:36:13,2013-06-01 13:49:18,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,444,Broadway & W 24 St,40.7423543,-73.98915076,16248,Customer,0,0
706,2013-06-01 13:36:16,2013-06-01 13:48:02,497,E 17 St & Broadway,40.73704984,-73.99009296,150,E 2 St & Avenue C,40.7208736,-73.98085795,17473,Subscriber,1986,1
1547,2013-06-01 13:36:19,2013-06-01 14:02:06,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,279,Peck Slip & Front St,40.707873,-74.00167,16255,Subscriber,1982,1
300,2013-06-01 13:36:28,2013-06-01 13:41:28,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,18611,Customer,0,0
2346,2013-06-01 13:36:37,2013-06-01 14:15:43,500,Broadway & W 51 St,40.76228826,-73.98336183,457,Broadway & W 58 St,40.76695317,-73.98169333,19593,Customer,0,0
520,2013-06-01 13:36:41,2013-06-01 13:45:21,305,E 58 St & 3 Ave,40.76095756,-73.96724467,518,E 39 St & 2 Ave,40.74780373,-73.9734419,17086,Customer,0,0
1696,2013-06-01 13:37:06,2013-06-01 14:05:22,332,Cherry St,40.71219906,-73.97948148,306,Cliff St & Fulton St,40.70823502,-74.00530063,16643,Customer,0,0
255,2013-06-01 13:37:08,2013-06-01 13:41:23,454,E 51 St & 1 Ave,40.75455731,-73.96592976,290,2 Ave & E 58 St,40.76020258,-73.96478473,16289,Subscriber,1983,1
1262,2013-06-01 13:37:28,2013-06-01 13:58:30,251,Mott St & Prince St,40.72317958,-73.99480012,417,Barclay St & Church St,40.71291224,-74.01020234,20288,Customer,0,0
996,2013-06-01 13:37:31,2013-06-01 13:54:07,510,W 51 St & 6 Ave,40.7606597,-73.98042047,472,E 32 St & Park Ave,40.7457121,-73.98194829,20232,Customer,0,0
1679,2013-06-01 13:37:31,2013-06-01 14:05:30,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,18801,Customer,0,0
1032,2013-06-01 13:37:35,2013-06-01 13:54:47,309,Murray St & West St,40.7149787,-74.013012,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16105,Subscriber,1983,1
986,2013-06-01 13:37:36,2013-06-01 13:54:02,2004,6 Ave & Broome St,40.724399,-74.004704,2004,6 Ave & Broome St,40.724399,-74.004704,15714,Customer,0,0
2032,2013-06-01 13:37:40,2013-06-01 14:11:32,410,Suffolk St & Stanton St,40.72066442,-73.98517977,0,,,,19298,Customer,0,0
1376,2013-06-01 13:37:45,2013-06-01 14:00:41,530,11 Ave & W 59 St,40.771522,-73.990541,362,Broadway & W 37 St,40.75172632,-73.98753523,19886,Subscriber,1965,2
1918,2013-06-01 13:37:48,2013-06-01 14:09:46,439,E 4 St & 2 Ave,40.7262807,-73.98978041,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,19394,Customer,0,0
1250,2013-06-01 13:37:58,2013-06-01 13:58:48,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17547,Customer,0,0
583,2013-06-01 13:38:01,2013-06-01 13:47:44,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,233,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,19486,Subscriber,1982,2
1259,2013-06-01 13:38:02,2013-06-01 13:59:01,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,16748,Customer,0,0
2463,2013-06-01 13:38:03,2013-06-01 14:19:06,478,11 Ave & W 41 St,40.76030096,-73.99884222,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,15812,Customer,0,0
756,2013-06-01 13:38:08,2013-06-01 13:50:44,415,Pearl St & Hanover Square,40.7047177,-74.00926027,0,,,,15397,Subscriber,1978,1
1991,2013-06-01 13:38:09,2013-06-01 14:11:20,410,Suffolk St & Stanton St,40.72066442,-73.98517977,337,Old Slip & Front St,40.7037992,-74.00838676,16896,Customer,0,0
756,2013-06-01 13:38:09,2013-06-01 13:50:45,428,E 3 St & 1 Ave,40.72467721,-73.98783413,285,Broadway & E 14 St,40.73454567,-73.99074142,14888,Subscriber,1979,2
1006,2013-06-01 13:38:11,2013-06-01 13:54:57,363,West Thames St,40.70834698,-74.01713445,426,West St & Chambers St,40.71754834,-74.01322069,19004,Subscriber,1964,1
451,2013-06-01 13:38:18,2013-06-01 13:45:49,523,W 38 St & 8 Ave,40.75466591,-73.99138152,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18078,Customer,0,0
749,2013-06-01 13:38:18,2013-06-01 13:50:47,428,E 3 St & 1 Ave,40.72467721,-73.98783413,285,Broadway & E 14 St,40.73454567,-73.99074142,15914,Subscriber,1978,1
813,2013-06-01 13:38:22,2013-06-01 13:51:55,456,E 53 St & Madison Ave,40.7597108,-73.97402311,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18938,Subscriber,1961,1
638,2013-06-01 13:38:26,2013-06-01 13:49:04,485,W 37 St & 5 Ave,40.75038009,-73.98338988,482,W 15 St & 7 Ave,40.73935542,-73.99931783,14955,Subscriber,1987,1
670,2013-06-01 13:38:30,2013-06-01 13:49:40,465,Broadway & W 41 St,40.75513557,-73.98658032,317,E 6 St & Avenue B,40.72453734,-73.98185424,14874,Subscriber,1984,1
1596,2013-06-01 13:38:30,2013-06-01 14:05:06,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,433,E 13 St & Avenue A,40.72955361,-73.98057249,18689,Subscriber,1979,2
1757,2013-06-01 13:39:04,2013-06-01 14:08:21,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17457,Customer,0,0
895,2013-06-01 13:39:11,2013-06-01 13:54:06,480,W 53 St & 10 Ave,40.76669671,-73.99061728,505,6 Ave & W 33 St,40.74901271,-73.98848395,16860,Subscriber,1987,1
692,2013-06-01 13:39:26,2013-06-01 13:50:58,392,Jay St & Tech Pl,40.695065,-73.987167,229,Great Jones St,40.72743423,-73.99379025,14840,Subscriber,1962,1
837,2013-06-01 13:39:27,2013-06-01 13:53:24,459,W 20 St & 11 Ave,40.746745,-74.007756,402,Broadway & E 22 St,40.7403432,-73.98955109,18109,Subscriber,1970,1
2787,2013-06-01 13:39:31,2013-06-01 14:25:58,326,E 11 St & 1 Ave,40.72953837,-73.98426726,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19475,Subscriber,1981,2
193,2013-06-01 13:39:31,2013-06-01 13:42:44,320,Leonard St & Church St,40.717571,-74.005549,458,11 Ave & W 27 St,40.751396,-74.005226,16358,Subscriber,1982,2
3796,2013-06-01 13:39:34,2013-06-01 14:42:50,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,20324,Customer,0,0
